Entity,Code,Year,Homosexual activity (historical)
Belarus,BLR,1970,"Male illegal, female legal or uncertain"
Belarus,BLR,1971,"Male illegal, female legal or uncertain"
Belarus,BLR,1972,"Male illegal, female legal or uncertain"
Belarus,BLR,1973,"Male illegal, female legal or uncertain"
Belarus,BLR,1974,"Male illegal, female legal or uncertain"
Belarus,BLR,1975,"Male illegal, female legal or uncertain"
Belarus,BLR,1976,"Male illegal, female legal or uncertain"
Belarus,BLR,1977,"Male illegal, female legal or uncertain"
Belarus,BLR,1978,"Male illegal, female legal or uncertain"
Belarus,BLR,1979,"Male illegal, female legal or uncertain"
Belarus,BLR,1980,"Male illegal, female legal or uncertain"
Belarus,BLR,1981,"Male illegal, female legal or uncertain"
Belarus,BLR,1982,"Male illegal, female legal or uncertain"
Belarus,BLR,1983,"Male illegal, female legal or uncertain"
Belarus,BLR,1984,"Male illegal, female legal or uncertain"
Belarus,BLR,1985,"Male illegal, female legal or uncertain"
Belarus,BLR,1986,"Male illegal, female legal or uncertain"
Belarus,BLR,1987,"Male illegal, female legal or uncertain"
Belarus,BLR,1988,"Male illegal, female legal or uncertain"
Belarus,BLR,1989,"Male illegal, female legal or uncertain"
Belarus,BLR,1990,"Male illegal, female legal or uncertain"
Belarus,BLR,1991,"Male illegal, female legal or uncertain"
Belarus,BLR,1992,"Male illegal, female legal or uncertain"
Belarus,BLR,1993,"Male illegal, female legal or uncertain"
Belarus,BLR,1994,Legal
Belarus,BLR,1995,Legal
Belarus,BLR,1996,Legal
Belarus,BLR,1997,Legal
Belarus,BLR,1998,Legal
Belarus,BLR,1999,Legal
Belarus,BLR,2000,Legal
Belarus,BLR,2001,Legal
Belarus,BLR,2002,Legal
Belarus,BLR,2003,Legal
Belarus,BLR,2004,Legal
Belarus,BLR,2005,Legal
Belarus,BLR,2006,Legal
Belarus,BLR,2007,Legal
Belarus,BLR,2008,Legal
Belarus,BLR,2009,Legal
Belarus,BLR,2010,Legal
Belarus,BLR,2011,Legal
Belarus,BLR,2012,Legal
Belarus,BLR,2013,Legal
Belarus,BLR,2014,Legal
Belarus,BLR,2015,Legal
Belarus,BLR,2016,Legal
Belarus,BLR,2017,Legal
Belarus,BLR,2018,Legal
Belarus,BLR,2019,Legal
Belarus,BLR,2020,Legal
Belarus,BLR,2021,Legal
Belarus,BLR,2022,Legal
Belarus,BLR,2023,Legal
Belarus,BLR,2024,Legal
Belgium,BEL,1950,Legal
Belgium,BEL,1951,Legal
Belgium,BEL,1952,Legal
Belgium,BEL,1953,Legal
Belgium,BEL,1954,Legal
Belgium,BEL,1955,Legal
Belgium,BEL,1956,Legal
Belgium,BEL,1957,Legal
Belgium,BEL,1958,Legal
Belgium,BEL,1959,Legal
Belgium,BEL,1960,Legal
Belgium,BEL,1961,Legal
Belgium,BEL,1962,Legal
Belgium,BEL,1963,Legal
Belgium,BEL,1964,Legal
Belgium,BEL,1965,Legal
Belgium,BEL,1966,Legal
Belgium,BEL,1967,Legal
Belgium,BEL,1968,Legal
Belgium,BEL,1969,Legal
Belgium,BEL,1970,Legal
Belgium,BEL,1971,Legal
Belgium,BEL,1972,Legal
Belgium,BEL,1973,Legal
Belgium,BEL,1974,Legal
Belgium,BEL,1975,Legal
Belgium,BEL,1976,Legal
Belgium,BEL,1977,Legal
Belgium,BEL,1978,Legal
Belgium,BEL,1979,Legal
Belgium,BEL,1980,Legal
Belgium,BEL,1981,Legal
Belgium,BEL,1982,Legal
Belgium,BEL,1983,Legal
Belgium,BEL,1984,Legal
Belgium,BEL,1985,Legal
Belgium,BEL,1986,Legal
Belgium,BEL,1987,Legal
Belgium,BEL,1988,Legal
Belgium,BEL,1989,Legal
Belgium,BEL,1990,Legal
Belgium,BEL,1991,Legal
Belgium,BEL,1992,Legal
Belgium,BEL,1993,Legal
Belgium,BEL,1994,Legal
Belgium,BEL,1995,Legal
Belgium,BEL,1996,Legal
Belgium,BEL,1997,Legal
Belgium,BEL,1998,Legal
Belgium,BEL,1999,Legal
Belgium,BEL,2000,Legal
Belgium,BEL,2001,Legal
Belgium,BEL,2002,Legal
Belgium,BEL,2003,Legal
Belgium,BEL,2004,Legal
Belgium,BEL,2005,Legal
Belgium,BEL,2006,Legal
Belgium,BEL,2007,Legal
Belgium,BEL,2008,Legal
Belgium,BEL,2009,Legal
Belgium,BEL,2010,Legal
Belgium,BEL,2011,Legal
Belgium,BEL,2012,Legal
Belgium,BEL,2013,Legal
Belgium,BEL,2014,Legal
Belgium,BEL,2015,Legal
Belgium,BEL,2016,Legal
Belgium,BEL,2017,Legal
Belgium,BEL,2018,Legal
Belgium,BEL,2019,Legal
Belgium,BEL,2020,Legal
Belgium,BEL,2021,Legal
Belgium,BEL,2022,Legal
Belgium,BEL,2023,Legal
Belgium,BEL,2024,Legal
Belize,BLZ,2003,"Illegal, prison or other penalty"
Belize,BLZ,2004,"Illegal, prison or other penalty"
Belize,BLZ,2005,"Illegal, prison or other penalty"
Belize,BLZ,2006,"Illegal, prison or other penalty"
Belize,BLZ,2007,"Illegal, prison or other penalty"
Belize,BLZ,2008,"Illegal, prison or other penalty"
Belize,BLZ,2009,"Illegal, prison or other penalty"
Belize,BLZ,2010,"Illegal, prison or other penalty"
Belize,BLZ,2011,"Illegal, prison or other penalty"
Belize,BLZ,2012,"Illegal, prison or other penalty"
Belize,BLZ,2013,"Illegal, prison or other penalty"
Belize,BLZ,2014,"Illegal, prison or other penalty"
Belize,BLZ,2015,"Illegal, prison or other penalty"
Belize,BLZ,2016,Legal
Belize,BLZ,2017,Legal
Belize,BLZ,2018,Legal
Belize,BLZ,2019,Legal
Belize,BLZ,2020,Legal
Belize,BLZ,2021,Legal
Belize,BLZ,2022,Legal
Belize,BLZ,2023,Legal
Belize,BLZ,2024,Legal
Benin,BEN,2024,Legal
Bhutan,BTN,2004,"Illegal, prison or other penalty"
Bhutan,BTN,2005,"Illegal, prison or other penalty"
Bhutan,BTN,2006,"Illegal, prison or other penalty"
Bhutan,BTN,2007,"Illegal, prison or other penalty"
Bhutan,BTN,2008,"Illegal, prison or other penalty"
Bhutan,BTN,2009,"Illegal, prison or other penalty"
Bhutan,BTN,2010,"Illegal, prison or other penalty"
Bhutan,BTN,2011,"Illegal, prison or other penalty"
Bhutan,BTN,2012,"Illegal, prison or other penalty"
Bhutan,BTN,2013,"Illegal, prison or other penalty"
Bhutan,BTN,2014,"Illegal, prison or other penalty"
Bhutan,BTN,2015,"Illegal, prison or other penalty"
Bhutan,BTN,2016,"Illegal, prison or other penalty"
Bhutan,BTN,2017,"Illegal, prison or other penalty"
Bhutan,BTN,2018,"Illegal, prison or other penalty"
Bhutan,BTN,2019,"Illegal, prison or other penalty"
Bhutan,BTN,2020,"Illegal, prison or other penalty"
Bhutan,BTN,2021,Legal
Bhutan,BTN,2022,Legal
Bhutan,BTN,2023,Legal
Bhutan,BTN,2024,Legal
Bolivia,BOL,1950,Legal
Bolivia,BOL,1951,Legal
Bolivia,BOL,1952,Legal
Bolivia,BOL,1953,Legal
Bolivia,BOL,1954,Legal
Bolivia,BOL,1955,Legal
Bolivia,BOL,1956,Legal
Bolivia,BOL,1957,Legal
Bolivia,BOL,1958,Legal
Bolivia,BOL,1959,Legal
Bolivia,BOL,1960,Legal
Bolivia,BOL,1961,Legal
Bolivia,BOL,1962,Legal
Bolivia,BOL,1963,Legal
Bolivia,BOL,1964,Legal
Bolivia,BOL,1965,Legal
Bolivia,BOL,1966,Legal
Bolivia,BOL,1967,Legal
Bolivia,BOL,1968,Legal
Bolivia,BOL,1969,Legal
Bolivia,BOL,1970,Legal
Bolivia,BOL,1971,Legal
Bolivia,BOL,1972,Legal
Bolivia,BOL,1973,Legal
Bolivia,BOL,1974,Legal
Bolivia,BOL,1975,Legal
Bolivia,BOL,1976,Legal
Bolivia,BOL,1977,Legal
Bolivia,BOL,1978,Legal
Bolivia,BOL,1979,Legal
Bolivia,BOL,1980,Legal
Bolivia,BOL,1981,Legal
Bolivia,BOL,1982,Legal
Bolivia,BOL,1983,Legal
Bolivia,BOL,1984,Legal
Bolivia,BOL,1985,Legal
Bolivia,BOL,1986,Legal
Bolivia,BOL,1987,Legal
Bolivia,BOL,1988,Legal
Bolivia,BOL,1989,Legal
Bolivia,BOL,1990,Legal
Bolivia,BOL,1991,Legal
Bolivia,BOL,1992,Legal
Bolivia,BOL,1993,Legal
Bolivia,BOL,1994,Legal
Bolivia,BOL,1995,Legal
Bolivia,BOL,1996,Legal
Bolivia,BOL,1997,Legal
Bolivia,BOL,1998,Legal
Bolivia,BOL,1999,Legal
Bolivia,BOL,2000,Legal
Bolivia,BOL,2001,Legal
Bolivia,BOL,2002,Legal
Bolivia,BOL,2003,Legal
Bolivia,BOL,2004,Legal
Bolivia,BOL,2005,Legal
Bolivia,BOL,2006,Legal
Bolivia,BOL,2007,Legal
Bolivia,BOL,2008,Legal
Bolivia,BOL,2009,Legal
Bolivia,BOL,2010,Legal
Bolivia,BOL,2011,Legal
Bolivia,BOL,2012,Legal
Bolivia,BOL,2013,Legal
Bolivia,BOL,2014,Legal
Bolivia,BOL,2015,Legal
Bolivia,BOL,2016,Legal
Bolivia,BOL,2017,Legal
Bolivia,BOL,2018,Legal
Bolivia,BOL,2019,Legal
Bolivia,BOL,2020,Legal
Bolivia,BOL,2021,Legal
Bolivia,BOL,2022,Legal
Bolivia,BOL,2023,Legal
Bolivia,BOL,2024,Legal
Bosnia and Herzegovina,BIH,1950,"Illegal, prison or other penalty"
Bosnia and Herzegovina,BIH,1951,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1952,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1953,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1954,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1955,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1956,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1957,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1958,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1959,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1960,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1961,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1962,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1963,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1964,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1965,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1966,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1967,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1968,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1969,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1970,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1971,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1972,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1973,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1974,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1975,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1976,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1977,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1978,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1979,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1980,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1981,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1982,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1983,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1984,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1985,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1986,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1987,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1988,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1989,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1990,"Male illegal, female legal or uncertain"
Bosnia and Herzegovina,BIH,1991,Legal
Bosnia and Herzegovina,BIH,1992,Legal
Bosnia and Herzegovina,BIH,1993,Legal
Bosnia and Herzegovina,BIH,1994,Legal
Bosnia and Herzegovina,BIH,1995,Legal
Bosnia and Herzegovina,BIH,1996,Legal
Bosnia and Herzegovina,BIH,1997,Legal
Bosnia and Herzegovina,BIH,1998,Legal
Bosnia and Herzegovina,BIH,1999,Legal
Bosnia and Herzegovina,BIH,2000,Legal
Bosnia and Herzegovina,BIH,2001,Legal
Bosnia and Herzegovina,BIH,2002,Legal
Bosnia and Herzegovina,BIH,2003,Legal
Bosnia and Herzegovina,BIH,2004,Legal
Bosnia and Herzegovina,BIH,2005,Legal
Bosnia and Herzegovina,BIH,2006,Legal
Bosnia and Herzegovina,BIH,2007,Legal
Bosnia and Herzegovina,BIH,2008,Legal
Bosnia and Herzegovina,BIH,2009,Legal
Bosnia and Herzegovina,BIH,2010,Legal
Bosnia and Herzegovina,BIH,2011,Legal
Bosnia and Herzegovina,BIH,2012,Legal
Bosnia and Herzegovina,BIH,2013,Legal
Bosnia and Herzegovina,BIH,2014,Legal
Bosnia and Herzegovina,BIH,2015,Legal
Bosnia and Herzegovina,BIH,2016,Legal
Bosnia and Herzegovina,BIH,2017,Legal
Bosnia and Herzegovina,BIH,2018,Legal
Bosnia and Herzegovina,BIH,2019,Legal
Bosnia and Herzegovina,BIH,2020,Legal
Bosnia and Herzegovina,BIH,2021,Legal
Bosnia and Herzegovina,BIH,2022,Legal
Bosnia and Herzegovina,BIH,2023,Legal
Bosnia and Herzegovina,BIH,2024,Legal
Botswana,BWA,1964,"Illegal, prison or other penalty"
Botswana,BWA,1965,"Illegal, prison or other penalty"
Botswana,BWA,1966,"Illegal, prison or other penalty"
Botswana,BWA,1967,"Illegal, prison or other penalty"
Botswana,BWA,1968,"Illegal, prison or other penalty"
Botswana,BWA,1969,"Illegal, prison or other penalty"
Botswana,BWA,1970,"Illegal, prison or other penalty"
Botswana,BWA,1971,"Illegal, prison or other penalty"
Botswana,BWA,1972,"Illegal, prison or other penalty"
Botswana,BWA,1973,"Illegal, prison or other penalty"
Botswana,BWA,1974,"Illegal, prison or other penalty"
Botswana,BWA,1975,"Illegal, prison or other penalty"
Botswana,BWA,1976,"Illegal, prison or other penalty"
Botswana,BWA,1977,"Illegal, prison or other penalty"
Botswana,BWA,1978,"Illegal, prison or other penalty"
Botswana,BWA,1979,"Illegal, prison or other penalty"
Botswana,BWA,1980,"Illegal, prison or other penalty"
Botswana,BWA,1981,"Illegal, prison or other penalty"
Botswana,BWA,1982,"Illegal, prison or other penalty"
Botswana,BWA,1983,"Illegal, prison or other penalty"
Botswana,BWA,1984,"Illegal, prison or other penalty"
Botswana,BWA,1985,"Illegal, prison or other penalty"
Botswana,BWA,1986,"Illegal, prison or other penalty"
Botswana,BWA,1987,"Illegal, prison or other penalty"
Botswana,BWA,1988,"Illegal, prison or other penalty"
Botswana,BWA,1989,"Illegal, prison or other penalty"
Botswana,BWA,1990,"Illegal, prison or other penalty"
Botswana,BWA,1991,"Illegal, prison or other penalty"
Botswana,BWA,1992,"Illegal, prison or other penalty"
Botswana,BWA,1993,"Illegal, prison or other penalty"
Botswana,BWA,1994,"Illegal, prison or other penalty"
Botswana,BWA,1995,"Illegal, prison or other penalty"
Botswana,BWA,1996,"Illegal, prison or other penalty"
Botswana,BWA,1997,"Illegal, prison or other penalty"
Botswana,BWA,1998,"Illegal, prison or other penalty"
Botswana,BWA,1999,"Illegal, prison or other penalty"
Botswana,BWA,2000,"Illegal, prison or other penalty"
Botswana,BWA,2001,"Illegal, prison or other penalty"
Botswana,BWA,2002,"Illegal, prison or other penalty"
Botswana,BWA,2003,"Illegal, prison or other penalty"
Botswana,BWA,2004,"Illegal, prison or other penalty"
Botswana,BWA,2005,"Illegal, prison or other penalty"
Botswana,BWA,2006,"Illegal, prison or other penalty"
Botswana,BWA,2007,"Illegal, prison or other penalty"
Botswana,BWA,2008,"Illegal, prison or other penalty"
Botswana,BWA,2009,"Illegal, prison or other penalty"
Botswana,BWA,2010,"Illegal, prison or other penalty"
Botswana,BWA,2011,"Illegal, prison or other penalty"
Botswana,BWA,2012,"Illegal, prison or other penalty"
Botswana,BWA,2013,"Illegal, prison or other penalty"
Botswana,BWA,2014,"Illegal, prison or other penalty"
Botswana,BWA,2015,"Illegal, prison or other penalty"
Botswana,BWA,2016,"Illegal, prison or other penalty"
Botswana,BWA,2017,"Illegal, prison or other penalty"
Botswana,BWA,2018,"Illegal, prison or other penalty"
Botswana,BWA,2019,Legal
Botswana,BWA,2020,Legal
Botswana,BWA,2021,Legal
Botswana,BWA,2022,Legal
Botswana,BWA,2023,Legal
Botswana,BWA,2024,Legal
Brazil,BRA,1950,Legal
Brazil,BRA,1951,Legal
Brazil,BRA,1952,Legal
Brazil,BRA,1953,Legal
Brazil,BRA,1954,Legal
Brazil,BRA,1955,Legal
Brazil,BRA,1956,Legal
Brazil,BRA,1957,Legal
Brazil,BRA,1958,Legal
Brazil,BRA,1959,Legal
Brazil,BRA,1960,Legal
Brazil,BRA,1961,Legal
Brazil,BRA,1962,Legal
Brazil,BRA,1963,Legal
Brazil,BRA,1964,Legal
Brazil,BRA,1965,Legal
Brazil,BRA,1966,Legal
Brazil,BRA,1967,Legal
Brazil,BRA,1968,Legal
Brazil,BRA,1969,Legal
Brazil,BRA,1970,Legal
Brazil,BRA,1971,Legal
Brazil,BRA,1972,Legal
Brazil,BRA,1973,Legal
Brazil,BRA,1974,Legal
Brazil,BRA,1975,Legal
Brazil,BRA,1976,Legal
Brazil,BRA,1977,Legal
Brazil,BRA,1978,Legal
Brazil,BRA,1979,Legal
Brazil,BRA,1980,Legal
Brazil,BRA,1981,Legal
Brazil,BRA,1982,Legal
Brazil,BRA,1983,Legal
Brazil,BRA,1984,Legal
Brazil,BRA,1985,Legal
Brazil,BRA,1986,Legal
Brazil,BRA,1987,Legal
Brazil,BRA,1988,Legal
Brazil,BRA,1989,Legal
Brazil,BRA,1990,Legal
Brazil,BRA,1991,Legal
Brazil,BRA,1992,Legal
Brazil,BRA,1993,Legal
Brazil,BRA,1994,Legal
Brazil,BRA,1995,Legal
Brazil,BRA,1996,Legal
Brazil,BRA,1997,Legal
Brazil,BRA,1998,Legal
Brazil,BRA,1999,Legal
Brazil,BRA,2000,Legal
Brazil,BRA,2001,Legal
Brazil,BRA,2002,Legal
Brazil,BRA,2003,Legal
Brazil,BRA,2004,Legal
Brazil,BRA,2005,Legal
Brazil,BRA,2006,Legal
Brazil,BRA,2007,Legal
Brazil,BRA,2008,Legal
Brazil,BRA,2009,Legal
Brazil,BRA,2010,Legal
Brazil,BRA,2011,Legal
Brazil,BRA,2012,Legal
Brazil,BRA,2013,Legal
Brazil,BRA,2014,Legal
Brazil,BRA,2015,Legal
Brazil,BRA,2016,Legal
Brazil,BRA,2017,Legal
Brazil,BRA,2018,Legal
Brazil,BRA,2019,Legal
Brazil,BRA,2020,Legal
Brazil,BRA,2021,Legal
Brazil,BRA,2022,Legal
Brazil,BRA,2023,Legal
Brazil,BRA,2024,Legal
Brunei,BRN,1951,"Illegal, prison or other penalty"
Brunei,BRN,1952,"Illegal, prison or other penalty"
Brunei,BRN,1953,"Illegal, prison or other penalty"
Brunei,BRN,1954,"Illegal, prison or other penalty"
Brunei,BRN,1955,"Illegal, prison or other penalty"
Brunei,BRN,1956,"Illegal, prison or other penalty"
Brunei,BRN,1957,"Illegal, prison or other penalty"
Brunei,BRN,1958,"Illegal, prison or other penalty"
Brunei,BRN,1959,"Illegal, prison or other penalty"
Brunei,BRN,1960,"Illegal, prison or other penalty"
Brunei,BRN,1961,"Illegal, prison or other penalty"
Brunei,BRN,1962,"Illegal, prison or other penalty"
Brunei,BRN,1963,"Illegal, prison or other penalty"
Brunei,BRN,1964,"Illegal, prison or other penalty"
Brunei,BRN,1965,"Illegal, prison or other penalty"
Brunei,BRN,1966,"Illegal, prison or other penalty"
Brunei,BRN,1967,"Illegal, prison or other penalty"
Brunei,BRN,1968,"Illegal, prison or other penalty"
Brunei,BRN,1969,"Illegal, prison or other penalty"
Brunei,BRN,1970,"Illegal, prison or other penalty"
Brunei,BRN,1971,"Illegal, prison or other penalty"
Brunei,BRN,1972,"Illegal, prison or other penalty"
Brunei,BRN,1973,"Illegal, prison or other penalty"
Brunei,BRN,1974,"Illegal, prison or other penalty"
Brunei,BRN,1975,"Illegal, prison or other penalty"
Brunei,BRN,1976,"Illegal, prison or other penalty"
Brunei,BRN,1977,"Illegal, prison or other penalty"
Brunei,BRN,1978,"Illegal, prison or other penalty"
Brunei,BRN,1979,"Illegal, prison or other penalty"
Brunei,BRN,1980,"Illegal, prison or other penalty"
Brunei,BRN,1981,"Illegal, prison or other penalty"
Brunei,BRN,1982,"Illegal, prison or other penalty"
Brunei,BRN,1983,"Illegal, prison or other penalty"
Brunei,BRN,1984,"Illegal, prison or other penalty"
Brunei,BRN,1985,"Illegal, prison or other penalty"
Brunei,BRN,1986,"Illegal, prison or other penalty"
Brunei,BRN,1987,"Illegal, prison or other penalty"
Brunei,BRN,1988,"Illegal, prison or other penalty"
Brunei,BRN,1989,"Illegal, prison or other penalty"
Brunei,BRN,1990,"Illegal, prison or other penalty"
Brunei,BRN,1991,"Illegal, prison or other penalty"
Brunei,BRN,1992,"Illegal, prison or other penalty"
Brunei,BRN,1993,"Illegal, prison or other penalty"
Brunei,BRN,1994,"Illegal, prison or other penalty"
Brunei,BRN,1995,"Illegal, prison or other penalty"
Brunei,BRN,1996,"Illegal, prison or other penalty"
Brunei,BRN,1997,"Illegal, prison or other penalty"
Brunei,BRN,1998,"Illegal, prison or other penalty"
Brunei,BRN,1999,"Illegal, prison or other penalty"
Brunei,BRN,2000,"Illegal, prison or other penalty"
Brunei,BRN,2001,"Illegal, prison or other penalty"
Brunei,BRN,2002,"Illegal, prison or other penalty"
Brunei,BRN,2003,"Illegal, prison or other penalty"
Brunei,BRN,2004,"Illegal, prison or other penalty"
Brunei,BRN,2005,"Illegal, prison or other penalty"
Brunei,BRN,2006,"Illegal, prison or other penalty"
Brunei,BRN,2007,"Illegal, prison or other penalty"
Brunei,BRN,2008,"Illegal, prison or other penalty"
Brunei,BRN,2009,"Illegal, prison or other penalty"
Brunei,BRN,2010,"Illegal, prison or other penalty"
Brunei,BRN,2011,"Illegal, prison or other penalty"
Brunei,BRN,2012,"Illegal, prison or other penalty"
Brunei,BRN,2013,"Illegal, prison or other penalty"
Brunei,BRN,2014,"Illegal, prison or other penalty"
