País,Año,Legislación
Sao Tome and Principe,2013,Legal
Sao Tome and Principe,2014,Legal
Sao Tome and Principe,2015,Legal
Sao Tome and Principe,2016,Legal
Sao Tome and Principe,2017,Legal
Sao Tome and Principe,2018,Legal
Sao Tome and Principe,2019,Legal
Sao Tome and Principe,2020,Legal
Sao Tome and Principe,2021,Legal
Sao Tome and Principe,2022,Legal
Sao Tome and Principe,2023,Legal
Sao Tome and Principe,2024,Legal
Saudi Arabia,2024,Ilegal
Senegal,1966,Ilegal
Senegal,1967,Ilegal
Senegal,1968,Ilegal
Senegal,1969,Ilegal
Senegal,1970,Ilegal
Senegal,1971,Ilegal
Senegal,1972,Ilegal
Senegal,1973,Ilegal
Senegal,1974,Ilegal
Senegal,1975,Ilegal
Senegal,1976,Ilegal
Senegal,1977,Ilegal
Senegal,1978,Ilegal
Senegal,1979,Ilegal
Senegal,1980,Ilegal
Senegal,1981,Ilegal
Senegal,1982,Ilegal
Senegal,1983,Ilegal
Senegal,1984,Ilegal
Senegal,1985,Ilegal
Senegal,1986,Ilegal
Senegal,1987,Ilegal
Senegal,1988,Ilegal
Senegal,1989,Ilegal
Senegal,1990,Ilegal
Senegal,1991,Ilegal
Senegal,1992,Ilegal
Senegal,1993,Ilegal
Senegal,1994,Ilegal
Senegal,1995,Ilegal
Senegal,1996,Ilegal
Senegal,1997,Ilegal
Senegal,1998,Ilegal
Senegal,1999,Ilegal
Senegal,2000,Ilegal
Senegal,2001,Ilegal
Senegal,2002,Ilegal
Senegal,2003,Ilegal
Senegal,2004,Ilegal
Senegal,2005,Ilegal
Senegal,2006,Ilegal
Senegal,2007,Ilegal
Senegal,2008,Ilegal
Senegal,2009,Ilegal
Senegal,2010,Ilegal
Senegal,2011,Ilegal
Senegal,2012,Ilegal
Senegal,2013,Ilegal
Senegal,2014,Ilegal
Senegal,2015,Ilegal
Senegal,2016,Ilegal
Senegal,2017,Ilegal
Senegal,2018,Ilegal
Senegal,2019,Ilegal
Senegal,2020,Ilegal
Senegal,2021,Ilegal
Senegal,2022,Ilegal
Senegal,2023,Ilegal
Senegal,2024,Ilegal
Serbia,1950,Ilegal
Serbia,1951,Ilegal
Serbia,1952,Ilegal
Serbia,1953,Ilegal
Serbia,1954,Ilegal
Serbia,1955,Ilegal
Serbia,1956,Ilegal
Serbia,1957,Ilegal
Serbia,1958,Ilegal
Serbia,1959,Ilegal
Serbia,1960,Ilegal
Serbia,1961,Ilegal
Serbia,1962,Ilegal
Serbia,1963,Ilegal
Serbia,1964,Ilegal
Serbia,1965,Ilegal
Serbia,1966,Ilegal
Serbia,1967,Ilegal
Serbia,1968,Ilegal
Serbia,1969,Ilegal
Serbia,1970,Ilegal
Serbia,1971,Ilegal
Serbia,1972,Ilegal
Serbia,1973,Ilegal
Serbia,1974,Ilegal
Serbia,1975,Ilegal
Serbia,1976,Ilegal
Serbia,1977,Ilegal
Serbia,1978,Ilegal
Serbia,1979,Ilegal
Serbia,1980,Ilegal
Serbia,1981,Ilegal
Serbia,1982,Ilegal
Serbia,1983,Ilegal
Serbia,1984,Ilegal
Serbia,1985,Ilegal
Serbia,1986,Ilegal
Serbia,1987,Ilegal
Serbia,1988,Ilegal
Serbia,1989,Ilegal
Serbia,1990,Ilegal
Serbia,1991,Ilegal
Serbia,1992,Ilegal
Serbia,1993,Ilegal
Serbia,1994,Legal
Serbia,1995,Legal
Serbia,1996,Legal
Serbia,1997,Legal
Serbia,1998,Legal
Serbia,1999,Legal
Serbia,2000,Legal
Serbia,2001,Legal
Serbia,2002,Legal
Serbia,2003,Legal
Serbia,2004,Legal
Serbia,2005,Legal
Serbia,2006,Legal
Serbia,2007,Legal
Serbia,2008,Legal
Serbia,2009,Legal
Serbia,2010,Legal
Serbia,2011,Legal
Serbia,2012,Legal
Serbia,2013,Legal
Serbia,2014,Legal
Serbia,2015,Legal
Serbia,2016,Legal
Serbia,2017,Legal
Serbia,2018,Legal
Serbia,2019,Legal
Serbia,2020,Legal
Serbia,2021,Legal
Serbia,2022,Legal
Serbia,2023,Legal
Serbia,2024,Legal
Seychelles,2016,Legal
Seychelles,2017,Legal
Seychelles,2018,Legal
Seychelles,2019,Legal
Seychelles,2020,Legal
Seychelles,2021,Legal
Seychelles,2022,Legal
Seychelles,2023,Legal
Seychelles,2024,Legal
Sierra Leone,1950,Ilegal
Sierra Leone,1951,Ilegal
Sierra Leone,1952,Ilegal
Sierra Leone,1953,Ilegal
Sierra Leone,1954,Ilegal
Sierra Leone,1955,Ilegal
Sierra Leone,1956,Ilegal
Sierra Leone,1957,Ilegal
Sierra Leone,1958,Ilegal
Sierra Leone,1959,Ilegal
Sierra Leone,1960,Ilegal
Sierra Leone,1961,Ilegal
Sierra Leone,1962,Ilegal
Sierra Leone,1963,Ilegal
Sierra Leone,1964,Ilegal
Sierra Leone,1965,Ilegal
Sierra Leone,1966,Ilegal
Sierra Leone,1967,Ilegal
Sierra Leone,1968,Ilegal
Sierra Leone,1969,Ilegal
Sierra Leone,1970,Ilegal
Sierra Leone,1971,Ilegal
Sierra Leone,1972,Ilegal
Sierra Leone,1973,Ilegal
Sierra Leone,1974,Ilegal
Sierra Leone,1975,Ilegal
Sierra Leone,1976,Ilegal
Sierra Leone,1977,Ilegal
Sierra Leone,1978,Ilegal
Sierra Leone,1979,Ilegal
Sierra Leone,1980,Ilegal
Sierra Leone,1981,Ilegal
Sierra Leone,1982,Ilegal
Sierra Leone,1983,Ilegal
Sierra Leone,1984,Ilegal
Sierra Leone,1985,Ilegal
Sierra Leone,1986,Ilegal
Sierra Leone,1987,Ilegal
Sierra Leone,1988,Ilegal
Sierra Leone,1989,Ilegal
Sierra Leone,1990,Ilegal
Sierra Leone,1991,Ilegal
Sierra Leone,1992,Ilegal
Sierra Leone,1993,Ilegal
Sierra Leone,1994,Ilegal
Sierra Leone,1995,Ilegal
Sierra Leone,1996,Ilegal
Sierra Leone,1997,Ilegal
Sierra Leone,1998,Ilegal
Sierra Leone,1999,Ilegal
Sierra Leone,2000,Ilegal
Sierra Leone,2001,Ilegal
Sierra Leone,2002,Ilegal
Sierra Leone,2003,Ilegal
Sierra Leone,2004,Ilegal
Sierra Leone,2005,Ilegal
Sierra Leone,2006,Ilegal
Sierra Leone,2007,Ilegal
Sierra Leone,2008,Ilegal
Sierra Leone,2009,Ilegal
Sierra Leone,2010,Ilegal
Sierra Leone,2011,Ilegal
Sierra Leone,2012,Ilegal
Sierra Leone,2013,Ilegal
Sierra Leone,2014,Ilegal
Sierra Leone,2015,Ilegal
Sierra Leone,2016,Ilegal
Sierra Leone,2017,Ilegal
Sierra Leone,2018,Ilegal
Sierra Leone,2019,Ilegal
Sierra Leone,2020,Ilegal
Sierra Leone,2021,Ilegal
Sierra Leone,2022,Ilegal
Sierra Leone,2023,Ilegal
Sierra Leone,2024,Ilegal
Singapore,2022,Legal
Singapore,2023,Legal
Singapore,2024,Legal
Slovakia,1961,Legal
Slovakia,1962,Legal
Slovakia,1963,Legal
Slovakia,1964,Legal
Slovakia,1965,Legal
Slovakia,1966,Legal
Slovakia,1967,Legal
Slovakia,1968,Legal
Slovakia,1969,Legal
Slovakia,1970,Legal
Slovakia,1971,Legal
Slovakia,1972,Legal
Slovakia,1973,Legal
Slovakia,1974,Legal
Slovakia,1975,Legal
Slovakia,1976,Legal
Slovakia,1977,Legal
Slovakia,1978,Legal
Slovakia,1979,Legal
Slovakia,1980,Legal
Slovakia,1981,Legal
Slovakia,1982,Legal
Slovakia,1983,Legal
Slovakia,1984,Legal
Slovakia,1985,Legal
Slovakia,1986,Legal
Slovakia,1987,Legal
Slovakia,1988,Legal
Slovakia,1989,Legal
Slovakia,1990,Legal
Slovakia,1991,Legal
Slovakia,1992,Legal
Slovakia,1993,Legal
Slovakia,1994,Legal
Slovakia,1995,Legal
Slovakia,1996,Legal
Slovakia,1997,Legal
Slovakia,1998,Legal
Slovakia,1999,Legal
Slovakia,2000,Legal
Slovakia,2001,Legal
Slovakia,2002,Legal
Slovakia,2003,Legal
Slovakia,2004,Legal
Slovakia,2005,Legal
Slovakia,2006,Legal
Slovakia,2007,Legal
Slovakia,2008,Legal
Slovakia,2009,Legal
Slovakia,2010,Legal
Slovakia,2011,Legal
Slovakia,2012,Legal
Slovakia,2013,Legal
Slovakia,2014,Legal
Slovakia,2015,Legal
Slovakia,2016,Legal
Slovakia,2017,Legal
Slovakia,2018,Legal
Slovakia,2019,Legal
Slovakia,2020,Legal
Slovakia,2021,Legal
Slovakia,2022,Legal
Slovakia,2023,Legal
Slovakia,2024,Legal
Slovenia,1950,Ilegal
Slovenia,1951,Ilegal
Slovenia,1952,Ilegal
Slovenia,1953,Ilegal
Slovenia,1954,Ilegal
Slovenia,1955,Ilegal
Slovenia,1956,Ilegal
Slovenia,1957,Ilegal
Slovenia,1958,Ilegal
Slovenia,1959,Ilegal
Slovenia,1960,Ilegal
Slovenia,1961,Ilegal
Slovenia,1962,Ilegal
Slovenia,1963,Ilegal
Slovenia,1964,Ilegal
Slovenia,1965,Ilegal
Slovenia,1966,Ilegal
Slovenia,1967,Ilegal
Slovenia,1968,Ilegal
Slovenia,1969,Ilegal
Slovenia,1970,Ilegal
Slovenia,1971,Ilegal
Slovenia,1972,Ilegal
Slovenia,1973,Ilegal
Slovenia,1974,Ilegal
Slovenia,1975,Ilegal
Slovenia,1976,Ilegal
Slovenia,1977,Legal
Slovenia,1978,Legal
Slovenia,1979,Legal
Slovenia,1980,Legal
Slovenia,1981,Legal
Slovenia,1982,Legal
Slovenia,1983,Legal
Slovenia,1984,Legal
Slovenia,1985,Legal
Slovenia,1986,Legal
Slovenia,1987,Legal
Slovenia,1988,Legal
Slovenia,1989,Legal
Slovenia,1990,Legal
Slovenia,1991,Legal
Slovenia,1992,Legal
Slovenia,1993,Legal
Slovenia,1994,Legal
Slovenia,1995,Legal
Slovenia,1996,Legal
Slovenia,1997,Legal
Slovenia,1998,Legal
Slovenia,1999,Legal
Slovenia,2000,Legal
Slovenia,2001,Legal
Slovenia,2002,Legal
Slovenia,2003,Legal
Slovenia,2004,Legal
Slovenia,2005,Legal
Slovenia,2006,Legal
Slovenia,2007,Legal
Slovenia,2008,Legal
Slovenia,2009,Legal
Slovenia,2010,Legal
Slovenia,2011,Legal
Slovenia,2012,Legal
Slovenia,2013,Legal
Slovenia,2014,Legal
Slovenia,2015,Legal
Slovenia,2016,Legal
Slovenia,2017,Legal
Slovenia,2018,Legal
Slovenia,2019,Legal
Slovenia,2020,Legal
Slovenia,2021,Legal
Slovenia,2022,Legal
Slovenia,2023,Legal
Slovenia,2024,Legal
Solomon Islands,1978,Ilegal
Solomon Islands,1979,Ilegal
Solomon Islands,1980,Ilegal
Solomon Islands,1981,Ilegal
Solomon Islands,1982,Ilegal
Solomon Islands,1983,Ilegal
Solomon Islands,1984,Ilegal
Solomon Islands,1985,Ilegal
Solomon Islands,1986,Ilegal
Solomon Islands,1987,Ilegal
Solomon Islands,1988,Ilegal
Solomon Islands,1989,Ilegal
Solomon Islands,1990,Ilegal
Solomon Islands,1991,Ilegal
Solomon Islands,1992,Ilegal
Solomon Islands,1993,Ilegal
Solomon Islands,1994,Ilegal
Solomon Islands,1995,Ilegal
Solomon Islands,1996,Ilegal
Solomon Islands,1997,Ilegal
Solomon Islands,1998,Ilegal
Solomon Islands,1999,Ilegal
Solomon Islands,2000,Ilegal
Solomon Islands,2001,Ilegal
Solomon Islands,2002,Ilegal
Solomon Islands,2003,Ilegal
Solomon Islands,2004,Ilegal
Solomon Islands,2005,Ilegal
Solomon Islands,2006,Ilegal
Solomon Islands,2007,Ilegal
Solomon Islands,2008,Ilegal
Solomon Islands,2009,Ilegal
Solomon Islands,2010,Ilegal
Solomon Islands,2011,Ilegal
Solomon Islands,2012,Ilegal
Solomon Islands,2013,Ilegal
Solomon Islands,2014,Ilegal
Solomon Islands,2015,Ilegal
Solomon Islands,2016,Ilegal
Solomon Islands,2017,Ilegal
Solomon Islands,2018,Ilegal
Solomon Islands,2019,Ilegal
Solomon Islands,2020,Ilegal
Solomon Islands,2021,Ilegal
Solomon Islands,2022,Ilegal
Solomon Islands,2023,Ilegal
Solomon Islands,2024,Ilegal
Somalia,1964,Ilegal
Somalia,1965,Ilegal
Somalia,1966,Ilegal
Somalia,1967,Ilegal
Somalia,1968,Ilegal
Somalia,1969,Ilegal
Somalia,1970,Ilegal
Somalia,1971,Ilegal
Somalia,1972,Ilegal
Somalia,1973,Ilegal
Somalia,1974,Ilegal
Somalia,1975,Ilegal
Somalia,1976,Ilegal
Somalia,1977,Ilegal
Somalia,1978,Ilegal
Somalia,1979,Ilegal
Somalia,1980,Ilegal
Somalia,1981,Ilegal
Somalia,1982,Ilegal
Somalia,1983,Ilegal
Somalia,1984,Ilegal
Somalia,1985,Ilegal
Somalia,1986,Ilegal
Somalia,1987,Ilegal
Somalia,1988,Ilegal
Somalia,1989,Ilegal
Somalia,1990,Ilegal
Somalia,1991,Ilegal
Somalia,1992,Ilegal
Somalia,1993,Ilegal
Somalia,1994,Ilegal
Somalia,1995,Ilegal
Somalia,1996,Ilegal
Somalia,1997,Ilegal
Somalia,1998,Ilegal
Somalia,1999,Ilegal
Somalia,2000,Ilegal
Somalia,2001,Ilegal
Somalia,2002,Ilegal
Somalia,2003,Ilegal
Somalia,2004,Ilegal
Somalia,2005,Ilegal
Somalia,2006,Ilegal
Somalia,2007,Ilegal
Somalia,2008,Ilegal
Somalia,2009,Ilegal
Somalia,2010,Ilegal
Somalia,2011,Ilegal
Somalia,2012,Ilegal
Somalia,2013,Ilegal
Somalia,2014,Ilegal
Somalia,2015,Ilegal
Somalia,2016,Ilegal
Somalia,2017,Ilegal
Somalia,2018,Ilegal
Somalia,2019,Ilegal
Somalia,2020,Ilegal
Somalia,2021,Ilegal
Somalia,2022,Ilegal
Somalia,2023,Ilegal
Somalia,2024,Ilegal
South Africa,1957,Ilegal
South Africa,1958,Ilegal
South Africa,1959,Ilegal
South Africa,1960,Ilegal
South Africa,1961,Ilegal
South Africa,1962,Ilegal
South Africa,1963,Ilegal
South Africa,1964,Ilegal
South Africa,1965,Ilegal
South Africa,1966,Ilegal
South Africa,1967,Ilegal
South Africa,1968,Ilegal
South Africa,1969,Ilegal
South Africa,1970,Ilegal
South Africa,1971,Ilegal
South Africa,1972,Ilegal
South Africa,1973,Ilegal
South Africa,1974,Ilegal
South Africa,1975,Ilegal
South Africa,1976,Ilegal
South Africa,1977,Ilegal
South Africa,1978,Ilegal
South Africa,1979,Ilegal
South Africa,1980,Ilegal
South Africa,1981,Ilegal
South Africa,1982,Ilegal
South Africa,1983,Ilegal
South Africa,1984,Ilegal
South Africa,1985,Ilegal
South Africa,1986,Ilegal
South Africa,1987,Ilegal
South Africa,1988,Ilegal
South Africa,1989,Ilegal
South Africa,1990,Ilegal
South Africa,1991,Ilegal
South Africa,1992,Ilegal
South Africa,1993,Ilegal
South Africa,1994,Ilegal
South Africa,1995,Ilegal
South Africa,1996,Ilegal
South Africa,1997,Ilegal
South Africa,1998,Legal
South Africa,1999,Legal
South Africa,2000,Legal
South Africa,2001,Legal
South Africa,2002,Legal
South Africa,2003,Legal
South Africa,2004,Legal
South Africa,2005,Legal
South Africa,2006,Legal
South Africa,2007,Legal
South Africa,2008,Legal
South Africa,2009,Legal
South Africa,2010,Legal
South Africa,2011,Legal
South Africa,2012,Legal
South Africa,2013,Legal
South Africa,2014,Legal
South Africa,2015,Legal
South Africa,2016,Legal
South Africa,2017,Legal
South Africa,2018,Legal
South Africa,2019,Legal
South Africa,2020,Legal
South Africa,2021,Legal
South Africa,2022,Legal
South Africa,2023,Legal
South Africa,2024,Legal
South Korea,2024,Legal
South Sudan,2011,Ilegal
South Sudan,2012,Ilegal
South Sudan,2013,Ilegal
South Sudan,2014,Ilegal
South Sudan,2015,Ilegal
South Sudan,2016,Ilegal
South Sudan,2017,Ilegal
South Sudan,2018,Ilegal
South Sudan,2019,Ilegal
South Sudan,2020,Ilegal
South Sudan,2021,Ilegal
South Sudan,2022,Ilegal
South Sudan,2023,Ilegal
South Sudan,2024,Ilegal
Spain,1954,Ilegal
Spain,1955,Ilegal
Spain,1956,Ilegal
Spain,1957,Ilegal
Spain,1958,Ilegal
Spain,1959,Ilegal
Spain,1960,Ilegal
Spain,1961,Ilegal
Spain,1962,Ilegal
Spain,1963,Ilegal
Spain,1964,Ilegal
Spain,1965,Ilegal
Spain,1966,Ilegal
Spain,1967,Ilegal
Spain,1968,Ilegal
Spain,1969,Ilegal
Spain,1970,Ilegal
Spain,1971,Ilegal
Spain,1972,Ilegal
Spain,1973,Ilegal
Spain,1974,Ilegal
Spain,1975,Ilegal
Spain,1976,Ilegal
Spain,1977,Ilegal
Spain,1978,Ilegal
Spain,1979,Legal
Spain,1980,Legal
Spain,1981,Legal
Spain,1982,Legal
Spain,1983,Legal
Spain,1984,Legal
Spain,1985,Legal
Spain,1986,Legal
Spain,1987,Legal
Spain,1988,Legal
Spain,1989,Legal
Spain,1990,Legal
Spain,1991,Legal
Spain,1992,Legal
Spain,1993,Legal
Spain,1994,Legal
Spain,1995,Legal
Spain,1996,Legal
Spain,1997,Legal
Spain,1998,Legal
Spain,1999,Legal
Spain,2000,Legal
Spain,2001,Legal
Spain,2002,Legal
Spain,2003,Legal
Spain,2004,Legal
Spain,2005,Legal
Spain,2006,Legal
Spain,2007,Legal
Spain,2008,Legal
Spain,2009,Legal
Spain,2010,Legal
Spain,2011,Legal
Spain,2012,Legal
Spain,2013,Legal
Spain,2014,Legal
Spain,2015,Legal
Spain,2016,Legal
Spain,2017,Legal
Spain,2018,Legal
Spain,2019,Legal
Spain,2020,Legal
Spain,2021,Legal
Spain,2022,Legal
Spain,2023,Legal
Spain,2024,Legal
Sri Lanka,1950,Ilegal
Sri Lanka,1951,Ilegal
Sri Lanka,1952,Ilegal
Sri Lanka,1953,Ilegal
Sri Lanka,1954,Ilegal
Sri Lanka,1955,Ilegal
Sri Lanka,1956,Ilegal
Sri Lanka,1957,Ilegal
Sri Lanka,1958,Ilegal
Sri Lanka,1959,Ilegal
Sri Lanka,1960,Ilegal
Sri Lanka,1961,Ilegal
Sri Lanka,1962,Ilegal
Sri Lanka,1963,Ilegal
Sri Lanka,1964,Ilegal
Sri Lanka,1965,Ilegal
Sri Lanka,1966,Ilegal
Sri Lanka,1967,Ilegal
Sri Lanka,1968,Ilegal
Sri Lanka,1969,Ilegal
Sri Lanka,1970,Ilegal
Sri Lanka,1971,Ilegal
Sri Lanka,1972,Ilegal
Sri Lanka,1973,Ilegal
Sri Lanka,1974,Ilegal
Sri Lanka,1975,Ilegal
Sri Lanka,1976,Ilegal
Sri Lanka,1977,Ilegal
Sri Lanka,1978,Ilegal
Sri Lanka,1979,Ilegal
Sri Lanka,1980,Ilegal
Sri Lanka,1981,Ilegal
Sri Lanka,1982,Ilegal
Sri Lanka,1983,Ilegal
Sri Lanka,1984,Ilegal
Sri Lanka,1985,Ilegal
Sri Lanka,1986,Ilegal
Sri Lanka,1987,Ilegal
Sri Lanka,1988,Ilegal
Sri Lanka,1989,Ilegal
Sri Lanka,1990,Ilegal
Sri Lanka,1991,Ilegal
Sri Lanka,1992,Ilegal
Sri Lanka,1993,Ilegal
Sri Lanka,1994,Ilegal
Sri Lanka,1995,Ilegal
Sri Lanka,1996,Ilegal
Sri Lanka,1997,Ilegal
Sri Lanka,1998,Ilegal
Sri Lanka,1999,Ilegal
Sri Lanka,2000,Ilegal
Sri Lanka,2001,Ilegal
Sri Lanka,2002,Ilegal
Sri Lanka,2003,Ilegal
Sri Lanka,2004,Ilegal
Sri Lanka,2005,Ilegal
Sri Lanka,2006,Ilegal
Sri Lanka,2007,Ilegal
Sri Lanka,2008,Ilegal
Sri Lanka,2009,Ilegal
Sri Lanka,2010,Ilegal
Sri Lanka,2011,Ilegal
Sri Lanka,2012,Ilegal
Sri Lanka,2013,Ilegal
Sri Lanka,2014,Ilegal
Sri Lanka,2015,Ilegal
Sri Lanka,2016,Ilegal
Sri Lanka,2017,Ilegal
Sri Lanka,2018,Ilegal
Sri Lanka,2019,Ilegal
Sri Lanka,2020,Ilegal
Sri Lanka,2021,Ilegal
Sri Lanka,2022,Ilegal
Sri Lanka,2023,Ilegal
Sri Lanka,2024,Ilegal
Sudan,1991,Ilegal
Sudan,1992,Ilegal
Sudan,1993,Ilegal
Sudan,1994,Ilegal
Sudan,1995,Ilegal
Sudan,1996,Ilegal
Sudan,1997,Ilegal
Sudan,1998,Ilegal
Sudan,1999,Ilegal
Sudan,2000,Ilegal
Sudan,2001,Ilegal
Sudan,2002,Ilegal
Sudan,2003,Ilegal
Sudan,2004,Ilegal
Sudan,2005,Ilegal
Sudan,2006,Ilegal
Sudan,2007,Ilegal
Sudan,2008,Ilegal
Sudan,2009,Ilegal
Sudan,2010,Ilegal
Sudan,2011,Ilegal
Sudan,2012,Ilegal
Sudan,2013,Ilegal
Sudan,2014,Ilegal
Sudan,2015,Ilegal
Sudan,2016,Ilegal
Sudan,2017,Ilegal
Sudan,2018,Ilegal
Sudan,2019,Ilegal
Sudan,2020,Ilegal
Sudan,2021,Ilegal
Sudan,2022,Ilegal
Sudan,2023,Ilegal
Sudan,2024,Ilegal
Suriname,1950,Legal
Suriname,1951,Legal
Suriname,1952,Legal
Suriname,1953,Legal
Suriname,1954,Legal
Suriname,1955,Legal
Suriname,1956,Legal
Suriname,1957,Legal
Suriname,1958,Legal
Suriname,1959,Legal
Suriname,1960,Legal
Suriname,1961,Legal
Suriname,1962,Legal
Suriname,1963,Legal
Suriname,1964,Legal
Suriname,1965,Legal
Suriname,1966,Legal
Suriname,1967,Legal
Suriname,1968,Legal
Suriname,1969,Legal
Suriname,1970,Legal
Suriname,1971,Legal
Suriname,1972,Legal
Suriname,1973,Legal
Suriname,1974,Legal
Suriname,1975,Legal
Suriname,1976,Legal
Suriname,1977,Legal
Suriname,1978,Legal
Suriname,1979,Legal
Suriname,1980,Legal
Suriname,1981,Legal
Suriname,1982,Legal
Suriname,1983,Legal
Suriname,1984,Legal
Suriname,1985,Legal
Suriname,1986,Legal
Suriname,1987,Legal
Suriname,1988,Legal
Suriname,1989,Legal
Suriname,1990,Legal
Suriname,1991,Legal
Suriname,1992,Legal
Suriname,1993,Legal
Suriname,1994,Legal
Suriname,1995,Legal
Suriname,1996,Legal
Suriname,1997,Legal
Suriname,1998,Legal
Suriname,1999,Legal
Suriname,2000,Legal
Suriname,2001,Legal
Suriname,2002,Legal
Suriname,2003,Legal
Suriname,2004,Legal
Suriname,2005,Legal
Suriname,2006,Legal
Suriname,2007,Legal
Suriname,2008,Legal
Suriname,2009,Legal
Suriname,2010,Legal
Suriname,2011,Legal
Suriname,2012,Legal
Suriname,2013,Legal
Suriname,2014,Legal
Suriname,2015,Legal
Suriname,2016,Legal
Suriname,2017,Legal
Suriname,2018,Legal
Suriname,2019,Legal
Suriname,2020,Legal
Suriname,2021,Legal
Suriname,2022,Legal
Suriname,2023,Legal
Suriname,2024,Legal
Sweden,1950,Legal
Sweden,1951,Legal
Sweden,1952,Legal
Sweden,1953,Legal
Sweden,1954,Legal
Sweden,1955,Legal
Sweden,1956,Legal
Sweden,1957,Legal
Sweden,1958,Legal
Sweden,1959,Legal
Sweden,1960,Legal
Sweden,1961,Legal
Sweden,1962,Legal
Sweden,1963,Legal
Sweden,1964,Legal
Sweden,1965,Legal
Sweden,1966,Legal
Sweden,1967,Legal
Sweden,1968,Legal
Sweden,1969,Legal
Sweden,1970,Legal
Sweden,1971,Legal
Sweden,1972,Legal
Sweden,1973,Legal
Sweden,1974,Legal
Sweden,1975,Legal
Sweden,1976,Legal
Sweden,1977,Legal
Sweden,1978,Legal
Sweden,1979,Legal
Sweden,1980,Legal
Sweden,1981,Legal
Sweden,1982,Legal
Sweden,1983,Legal
Sweden,1984,Legal
Sweden,1985,Legal
Sweden,1986,Legal
Sweden,1987,Legal
Sweden,1988,Legal
Sweden,1989,Legal
Sweden,1990,Legal
Sweden,1991,Legal
Sweden,1992,Legal
Sweden,1993,Legal
Sweden,1994,Legal
Sweden,1995,Legal
Sweden,1996,Legal
Sweden,1997,Legal
Sweden,1998,Legal
Sweden,1999,Legal
Sweden,2000,Legal
Sweden,2001,Legal
Sweden,2002,Legal
Sweden,2003,Legal
Sweden,2004,Legal
Sweden,2005,Legal
Sweden,2006,Legal
Sweden,2007,Legal
Sweden,2008,Legal
Sweden,2009,Legal
Sweden,2010,Legal
Sweden,2011,Legal
Sweden,2012,Legal
Sweden,2013,Legal
Sweden,2014,Legal
Sweden,2015,Legal
Sweden,2016,Legal
Sweden,2017,Legal
Sweden,2018,Legal
Sweden,2019,Legal
Sweden,2020,Legal
Sweden,2021,Legal
Sweden,2022,Legal
Sweden,2023,Legal
Sweden,2024,Legal
Switzerland,1950,Legal
Switzerland,1951,Legal
Switzerland,1952,Legal
Switzerland,1953,Legal
Switzerland,1954,Legal
Switzerland,1955,Legal
Switzerland,1956,Legal
Switzerland,1957,Legal
Switzerland,1958,Legal
Switzerland,1959,Legal
Switzerland,1960,Legal
Switzerland,1961,Legal
Switzerland,1962,Legal
Switzerland,1963,Legal
Switzerland,1964,Legal
Switzerland,1965,Legal
Switzerland,1966,Legal
Switzerland,1967,Legal
Switzerland,1968,Legal
Switzerland,1969,Legal
Switzerland,1970,Legal
Switzerland,1971,Legal
Switzerland,1972,Legal
Switzerland,1973,Legal
Switzerland,1974,Legal
Switzerland,1975,Legal
Switzerland,1976,Legal
Switzerland,1977,Legal
Switzerland,1978,Legal
Switzerland,1979,Legal
Switzerland,1980,Legal
Switzerland,1981,Legal
Switzerland,1982,Legal
Switzerland,1983,Legal
Switzerland,1984,Legal
Switzerland,1985,Legal
Switzerland,1986,Legal
Switzerland,1987,Legal
Switzerland,1988,Legal
Switzerland,1989,Legal
Switzerland,1990,Legal
Switzerland,1991,Legal
Switzerland,1992,Legal
Switzerland,1993,Legal
Switzerland,1994,Legal
Switzerland,1995,Legal
Switzerland,1996,Legal
Switzerland,1997,Legal
Switzerland,1998,Legal
Switzerland,1999,Legal
Switzerland,2000,Legal
Switzerland,2001,Legal
Switzerland,2002,Legal
Switzerland,2003,Legal
Switzerland,2004,Legal
Switzerland,2005,Legal
Switzerland,2006,Legal
Switzerland,2007,Legal
Switzerland,2008,Legal
Switzerland,2009,Legal
Switzerland,2010,Legal
Switzerland,2011,Legal
Switzerland,2012,Legal
Switzerland,2013,Legal
Switzerland,2014,Legal
Switzerland,2015,Legal
Switzerland,2016,Legal
Switzerland,2017,Legal
Switzerland,2018,Legal
Switzerland,2019,Legal
Switzerland,2020,Legal
Switzerland,2021,Legal
Switzerland,2022,Legal
Switzerland,2023,Legal
Switzerland,2024,Legal
Syria,1950,Ilegal
Syria,1951,Ilegal
Syria,1952,Ilegal
Syria,1953,Ilegal
Syria,1954,Ilegal
Syria,1955,Ilegal
Syria,1956,Ilegal
Syria,1957,Ilegal
Syria,1958,Ilegal
Syria,1959,Ilegal
Syria,1960,Ilegal
Syria,1961,Ilegal
Syria,1962,Ilegal
Syria,1963,Ilegal
Syria,1964,Ilegal
Syria,1965,Ilegal
Syria,1966,Ilegal
Syria,1967,Ilegal
Syria,1968,Ilegal
Syria,1969,Ilegal
Syria,1970,Ilegal
Syria,1971,Ilegal
Syria,1972,Ilegal
Syria,1973,Ilegal
Syria,1974,Ilegal
Syria,1975,Ilegal
Syria,1976,Ilegal
Syria,1977,Ilegal
Syria,1978,Ilegal
Syria,1979,Ilegal
Syria,1980,Ilegal
Syria,1981,Ilegal
Syria,1982,Ilegal
Syria,1983,Ilegal
Syria,1984,Ilegal
Syria,1985,Ilegal
Syria,1986,Ilegal
Syria,1987,Ilegal
Syria,1988,Ilegal
Syria,1989,Ilegal
